TA-GD-00006,instance1,TA001,20191113S,09:03:29,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191113

MA-GD-00006,instance1,MA001,20191113S,09:03:37,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191113

rb-GD-00006,instance1,rb2001,20191113S,09:03:42,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191113

TA-GD-00006,instance1,CZCE TA TA001,20191113,09:05:06,0,1393247,-1,1,4680.00000,4680.00000,0.00000,       53199,20191113

MA-GD-00006,instance1,CZCE MA MA001,20191113,09:05:33,0,1393656,-1,1,1959.00000,1959.00000,0.00000,       53349,20191113

rb-GD-00006,instance1,SHFE rb rb2001,20191113,09:06:32,0,13212617,-1,1,3441.00000,3441.00000,0.00000,       53821,20191113

rb-GD-00006,instance1,rb2001,20191113S,09:32:52,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191113

rb-GD-00006,instance1,SHFE rb rb2001,20191113,09:37:54,0,13277030,-1,1,3445.00000,3445.00000,0.00000,       69518,20191113

TA-GD-00006,instance1,TA001,20191113S,21:11:49,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,MA001,20191113S,21:11:56,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,rb2001,20191113S,21:12:02,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,CZCE MA MA001,20191113,21:12:23,0,145987,-1,-1,1946.00000,1946.00000,0.00000,        7063,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,21:12:27,0,1415091,-1,-1,3440.00000,3440.00000,0.00000,        7078,20191114

TA-GD-00006,instance1,CZCE TA TA001,20191113,21:15:01,0,146665,-1,1,4676.00000,4676.00000,0.00000,        7913,20191114

MA-GD-00006,instance1,MA001,20191113E,21:16:32,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

rb-GD-00006,instance1,rb2001,20191113E,21:16:39,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

rb-GD-00006,instance1,rb2001,20191113S,21:17:25,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,MA001,20191113S,21:17:31,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,21:19:00,0,1422237,-1,1,3440.00000,3440.00000,0.00000,        9452,20191114

MA-GD-00006,instance1,CZCE MA MA001,20191113,21:19:19,0,148166,-1,1,1947.00000,1947.00000,0.00000,        9554,20191114

MA-GD-00006,instance1,MA001,20191113E,21:26:26,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

TA-GD-00006,instance1,TA001,20191113E,21:26:33,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

TA-GD-00006,instance1,TA001,20191113S,21:44:37,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,MA001,20191113S,21:44:48,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,rb2001,20191113S,21:44:56,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,21:46:01,0,1453114,-1,-1,3444.00000,3444.00000,0.00000,       18715,20191114

MA-GD-00006,instance1,CZCE MA MA001,20191113,21:46:30,0,1419314,-1,1,1944.00000,1944.00000,0.00000,       18794,20191114

rb-GD-00006,instance1,rb2001,20191113E,21:50:44,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

TA-GD-00006,instance1,TA001,20191113E,21:50:51,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

TA-GD-00006,instance1,TA001,20191113S,22:02:26,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,MA001,20191113S,22:02:38,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,rb2001,20191113S,22:03:29,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,CZCE MA MA001,20191113,22:05:33,0,1427548,-1,1,1942.00000,1942.00000,0.00000,       22896,20191114

TA-GD-00006,instance1,CZCE TA TA001,20191113,22:07:11,0,1428118,-1,1,4692.00000,4692.00000,0.00000,       23286,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,22:07:17,0,1471935,-1,1,3447.00000,3447.00000,0.00000,       23298,20191114

MA-GD-00006,instance1,MA001,20191113E,22:12:32,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

TA-GD-00006,instance1,TA001,20191113E,22:12:41,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

rb-GD-00006,instance1,rb2001,20191113S,22:17:03,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

TA-GD-00006,instance1,TA001,20191113S,22:27:37,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,22:26:39,0,1491203,-1,-1,3446.00000,3446.00000,0.00000,       28882,20191114

MA-GD-00006,instance1,MA001,20191113S,22:27:45,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

TA-GD-00006,instance1,TA001,20191113S,22:31:06,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,MA001,20191113S,22:31:12,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,rb2001,20191113S,22:31:18,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,22:33:39,0,1499723,-1,1,3444.00000,3444.00000,0.00000,       30540,20191114

MA-GD-00006,instance1,MA001,20191113E,22:36:12,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

TA-GD-00006,instance1,TA001,20191113E,22:36:19,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0,20191114

TA-GD-00006,instance1,TA001,20191113S,22:41:42,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,MA001,20191113S,22:41:50,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,rb2001,20191113S,22:41:56,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,22:43:18,0,14113433,-1,1,3447.00000,3447.00000,0.00000,       33269,20191114

MA-GD-00006,instance1,CZCE MA MA001,20191113,22:44:20,0,1457011,-1,1,1937.00000,1937.00000,0.00000,       33536,20191114

TA-GD-00006,instance1,TA001,20191113S,22:48:11,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,MA001,20191113S,22:48:17,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,rb2001,20191113S,22:48:23,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,22:49:22,0,14121773,-1,1,3442.00000,3442.00000,0.00000,       34956,20191114

MA-GD-00006,instance1,CZCE MA MA001,20191113,22:50:11,0,1460329,-1,1,1938.00000,1938.00000,0.00000,       35172,20191114

MA-GD-00006,instance1,CZCE MA MA001,20191113,22:51:07,0,1460819,-1,-1,1936.00000,1936.00000,0.00000,       35431,20191114

TA-GD-00006,instance1,TA001,20191113S,22:52:59,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

MA-GD-00006,instance1,MA001,20191113S,22:53:06,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,rb2001,20191113S,22:53:13,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20191114

rb-GD-00006,instance1,SHFE rb rb2001,20191113,22:54:39,0,14128185,-1,-1,3439.00000,3439.00000,0.00000,       36057,20191114

