c-GD-00006,instance1,m2005,20200203S,09:45:45,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200203

c-GD-00006,instance1,DCE m m2005,20200203,10:04:48,0,310709,-1,-1,2582.00000,2582.00000,0.00000,    10296617,20200203

c-GD-00006,instance1,DCE m m2005,20200203,10:05:03,1,310709,310730,1,2584.00000,2584.00000,0.00000,    10297455,20200203

c-GD-00006,instance1,m2005,20200203S,10:26:45,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200203

c-GD-00006,instance1,DCE m m2005,20200203,10:36:26,0,311546,-1,1,2582.00000,2582.00000,0.00000,    10335588,20200203

c-GD-00006,instance1,DCE m m2005,20200203,10:38:52,1,311546,311608,-1,2583.00000,2583.00000,0.00000,    10339009,20200203

c-GD-00006,instance1,DCE m m2005,20200203,11:03:57,0,312729,-1,-1,2571.00000,2571.00000,0.00000,    10382417,20200203

c-GD-00006,instance1,DCE m m2005,20200203,11:04:56,1,312729,312765,1,2573.00000,2573.00000,0.00000,    10385131,20200203

c-GD-00006,instance1,m2005,20200203S,11:38:00,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200203

c-GD-00006,instance1,DCE m m2005,20200203,13:32:02,0,313729,-1,-1,2582.00000,2582.00000,0.00000,    10434272,20200203

c-GD-00006,instance1,DCE m m2005,20200203,13:32:49,1,313729,313773,1,2585.00000,2585.00000,0.00000,    10436580,20200203

c-GD-00006,instance1,DCE m m2005,20200203,13:39:22,0,314190,-1,-1,2586.00000,2586.00000,0.00000,    10449888,20200203

c-GD-00006,instance1,DCE m m2005,20200203,13:52:22,1,314190,315116,1,2583.00000,2583.00000,0.00000,    10471619,20200203

c-GD-00006,instance1,m2005,20200203S,14:04:04,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200203

c-GD-00006,instance1,m2005,20200203S,14:10:38,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:11:47,0,316205,-1,1,2578.00000,2578.00000,0.00000,    10505693,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:12:41,1,316205,316242,-1,2578.00000,2578.00000,0.00000,    10507388,20200203

c-GD-00006,instance1,m2005,20200203S,14:24:33,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:26:32,0,316812,-1,1,2580.00000,2580.00000,0.00000,    10525465,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:29:47,1,316812,316913,-1,2581.00000,2581.00000,0.00000,    10527951,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:30:35,0,316925,-1,1,2581.00000,2581.00000,0.00000,    10528509,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:32:37,1,316925,316972,-1,2581.00000,2581.00000,0.00000,    10530386,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:32:42,0,316975,-1,1,2581.00000,2581.00000,0.00000,    10530456,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:36:29,1,316975,317051,-1,2581.00000,2581.00000,0.00000,    10533955,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:42:39,0,317311,-1,-1,2580.00000,2580.00000,0.00000,    10542913,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:44:53,1,317311,317406,1,2580.00000,2580.00000,0.00000,    10545314,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:45:39,0,317459,-1,-1,2580.00000,2580.00000,0.00000,    10546273,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:47:57,1,317459,317566,1,2581.00000,2582.00000,0.00000,    10549662,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:50:38,0,317683,-1,-1,2583.00000,2583.00000,0.00000,    10554091,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:52:47,1,317683,317771,1,2581.00000,2581.00000,0.00000,    10557282,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:57:23,0,318049,-1,-1,2581.00000,2581.00000,0.00000,    10566259,20200203

c-GD-00006,instance1,DCE m m2005,20200203,14:59:05,1,318049,318249,1,2580.00000,2580.00000,0.00000,    10571634,20200203

