c-GD-00006,instance1,m2005,20200204S,09:04:21,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:05:32,0,43958,-1,1,2618.00000,2619.00000,0.00000,    10110923,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:06:07,1,43958,44226,-1,2625.00000,2619.00000,0.00000,    10121004,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:06:08,0,44231,-1,-1,2620.00000,2619.00000,0.00000,    10121110,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:06:18,1,44231,44304,1,2619.00000,2621.00000,0.00000,    10123601,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:06:21,0,44329,-1,-1,2620.00000,2619.00000,0.00000,    10124265,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:07:35,1,44329,44712,1,2615.00000,2617.00000,0.00000,    10137582,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:07:38,0,44726,-1,1,2616.00000,2617.00000,0.00000,    10138052,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:07:59,1,44726,44829,-1,2617.00000,2616.00000,0.00000,    10141210,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:08:03,0,44849,-1,1,2617.00000,2617.00000,0.00000,    10141874,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:08:18,1,44849,44912,-1,2617.00000,2617.00000,0.00000,    10143910,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:08:39,0,44971,-1,1,2619.00000,2620.00000,0.00000,    10146470,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:09:07,1,44971,45137,-1,2620.00000,2620.00000,0.00000,    10150823,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:09:50,0,45376,-1,1,2622.00000,2623.00000,0.00000,    10157627,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:10:04,1,45376,45458,-1,2620.00000,2620.00000,0.00000,    10159963,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:12:34,0,46251,-1,-1,2616.00000,2615.00000,0.00000,    10185122,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:14:02,1,46251,46681,1,2618.00000,2619.00000,0.00000,    10198856,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:14:39,0,46957,-1,1,2620.00000,2620.00000,0.00000,    10204354,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:16:00,1,46957,47414,-1,2623.00000,2623.00000,0.00000,    10214110,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:16:05,0,47438,-1,1,2622.00000,2622.00000,0.00000,    10214520,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:17:37,1,47438,47768,-1,2623.00000,2622.00000,0.00000,    10223284,20200204

c-GD-00006,instance1,m2005,20200204S,09:26:53,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:27:08,0,49572,-1,1,2628.00000,2628.00000,0.00000,    10281306,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:28:03,1,49572,49783,-1,2631.00000,2631.00000,0.00000,    10286108,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:51:41,0,413725,-1,1,2629.00000,2629.00000,0.00000,    10407927,20200204

c-GD-00006,instance1,DCE m m2005,20200204,09:53:02,1,413725,413881,-1,2629.00000,2629.00000,0.00000,    10414061,20200204

c-GD-00006,instance1,m2005,20200204S,10:03:00,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:08:12,0,415680,-1,1,2628.00000,2628.00000,0.00000,    10478885,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:10:27,1,415680,415941,-1,2629.00000,2628.00000,0.00000,    10485196,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:39:32,0,418016,-1,-1,2633.00000,2633.00000,0.00000,    10567954,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:39:46,1,418016,418062,1,2632.00000,2632.00000,0.00000,    10569688,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:41:01,0,418202,-1,-1,2633.00000,2633.00000,0.00000,    10575561,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:42:49,1,418202,418355,1,2631.00000,2631.00000,0.00000,    10584541,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:43:14,0,418389,-1,-1,2632.00000,2632.00000,0.00000,    10585967,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:44:46,1,418389,418567,1,2632.00000,2632.00000,0.00000,    10592117,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:50:39,0,419131,-1,-1,2633.00000,2633.00000,0.00000,    10609636,20200204

c-GD-00006,instance1,DCE m m2005,20200204,10:52:07,1,419131,419224,1,2635.00000,2635.00000,0.00000,    10614489,20200204

c-GD-00006,instance1,m2005,20200204S,11:03:36,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,20200204

c-GD-00006,instance1,DCE m m2005,20200204,11:04:53,0,420059,-1,-1,2634.00000,2634.00000,0.00000,    10653713,20200204

c-GD-00006,instance1,DCE m m2005,20200204,11:07:13,1,420059,420455,1,2632.00000,2632.00000,0.00000,    10662520,20200204

c-GD-00006,instance1,DCE m m2005,20200204,11:16:01,0,421025,-1,-1,2630.00000,2630.00000,0.00000,    10684663,20200204

c-GD-00006,instance1,DCE m m2005,20200204,11:17:22,1,421025,421091,1,2628.00000,2628.00000,0.00000,    10687861,20200204

c-GD-00006,instance1,DCE m m2005,20200204,11:21:15,0,421414,-1,-1,2631.00000,2631.00000,0.00000,    10699636,20200204

c-GD-00006,instance1,DCE m m2005,20200204,11:22:46,1,421414,421490,1,2630.00000,2631.00000,0.00000,    10702330,20200204

c-GD-00006,instance1,DCE m m2005,20200204,13:30:11,0,422175,-1,-1,2635.00000,2635.00000,0.00000,    10724707,20200204

c-GD-00006,instance1,DCE m m2005,20200204,13:31:41,1,422175,422584,1,2633.00000,2634.00000,0.00000,    10734977,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:00:10,0,425034,-1,-1,2633.00000,2633.00000,0.00000,    10812698,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:05:58,1,425034,425400,1,2633.00000,2634.00000,0.00000,    10820100,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:06:50,0,425507,-1,-1,2635.00000,2635.00000,0.00000,    10823306,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:08:26,1,425507,425744,1,2637.00000,2637.00000,0.00000,    10829386,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:08:27,0,425761,-1,-1,2636.00000,2636.00000,0.00000,    10829796,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:10:09,1,425761,425897,1,2635.00000,2635.00000,0.00000,    10833305,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:11:16,0,426206,-1,-1,2637.00000,2637.00000,0.00000,    10837951,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:13:18,1,426206,426425,1,2635.00000,2637.00000,0.00000,    10842807,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:14:10,0,426542,-1,-1,2639.00000,2639.00000,0.00000,    10845427,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:15:33,1,426542,426815,1,2640.00000,2640.00000,0.00000,    10849685,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:30:29,0,429411,-1,-1,2642.00000,2642.00000,0.00000,    10894280,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:32:36,1,429411,429737,1,2641.00000,2643.00000,0.00000,    10902818,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:40:28,0,430811,-1,-1,2643.00000,2643.00000,0.00000,    10921980,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:42:12,1,430811,431118,1,2642.00000,2643.00000,0.00000,    10928359,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:42:36,0,431167,-1,-1,2644.00000,2644.00000,0.00000,    10930432,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:43:58,1,431167,431493,1,2644.00000,2644.00000,0.00000,    10938771,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:44:36,0,431816,-1,-1,2643.00000,2643.00000,0.00000,    10945957,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:46:05,1,431816,432292,1,2644.00000,2644.00000,0.00000,    10954788,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:48:10,0,432647,-1,-1,2646.00000,2646.00000,0.00000,    10963979,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:50:00,1,432647,432952,1,2646.00000,2647.00000,0.00000,    10971221,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:50:14,0,432971,-1,-1,2648.00000,2648.00000,0.00000,    10972172,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:52:00,1,432971,433289,1,2647.00000,2647.00000,0.00000,    10983142,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:53:36,0,433578,-1,-1,2648.00000,2648.00000,0.00000,    10990183,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:55:08,1,433578,433874,1,2648.00000,2649.00000,0.00000,    10997513,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:56:18,0,434178,-1,-1,2652.00000,2652.00000,0.00000,    11004285,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:57:40,1,434178,434524,1,2652.00000,2652.00000,0.00000,    11013397,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:58:03,0,434624,-1,-1,2651.00000,2651.00000,0.00000,    11016027,20200204

c-GD-00006,instance1,DCE m m2005,20200204,14:59:01,1,434624,434932,1,2649.00000,2650.00000,0.00000,    11023152,20200204

c-GD-00006,instance1,m2005,20200204S,21:12:48,-1,-1,-1,0,-1.00000,-1.00000,0.00000,0000,

