20180717,20180716,19:05:13,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:14,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:15,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:16,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:17,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:18,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:19,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:20,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:21,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:22,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:23,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:24,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:25,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:26,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:27,69.8500,69.8500,69.8500,69.8500
20180717,20180716,19:05:28,69.8600,69.8600,69.8600,69.8600
20180717,20180716,19:05:29,69.8600,69.8600,69.8600,69.8600
20180717,20180716,19:05:30,69.8600,69.8600,69.8600,69.8600
20180717,20180716,19:05:31,69.8600,69.8600,69.8600,69.8600
20180717,20180716,19:05:32,69.8600,69.8700,69.8600,69.8700
20180717,20180716,19:05:33,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:34,69.8700,69.8700,69.8600,69.8600
20180717,20180716,19:05:35,69.8600,69.8600,69.8600,69.8600
20180717,20180716,19:05:36,69.8600,69.8600,69.8600,69.8600
20180717,20180716,19:05:37,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:38,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:39,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:40,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:41,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:42,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:43,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:44,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:45,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:46,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:47,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:48,69.8800,69.8800,69.8800,69.8800
20180717,20180716,19:05:49,69.8800,69.8800,69.8800,69.8800
20180717,20180716,19:05:50,69.8800,69.8800,69.8700,69.8700
20180717,20180716,19:05:51,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:52,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:53,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:54,69.8700,69.8700,69.8700,69.8700
20180717,20180716,19:05:55,69.8800,69.8800,69.8800,69.8800
20180717,20180716,19:05:56,69.8800,69.8800,69.8800,69.8800
20180717,20180716,19:05:57,69.8800,69.8800,69.8800,69.8800
20180717,20180716,19:05:58,69.8800,69.8800,69.8800,69.8800
20180717,20180716,19:05:59,69.8800,69.8800,69.8800,69.8800
20180717,20180716,19:06:00,69.8800,69.8800,69.8800,69.8800
20180717,20180716,19:06:01,69.8800,69.8800,69.8700,69.8700
